nickname,teams,player_id,birth_date,country,rating
kory,"Sangal, Budapest Five, Salamander",16495,1999-12-17,HUN,1.06
Llamas,"Ground Zero, Breakaway, SYF",16529,2001-06-03,AUS,1.01
cynic,"Gaimin Gladiators, Party Astronauts, Triumph",16546,2001-08-25,USA,1.14
Ax1Le,"Gambit Youngsters, Gambit",16555,2003-11-09,RUS,1.16
Psycho,"Run or Die, Project X, CR4ZY, Akuma, Windigo Academy",16563,1998-06-07,UKR,0.96
Swisher,"ATK, Bad News Bears",16599,2000-01-23,USA,1.08
n0rb3r7,"K23, Winstrike, Syman",16612,2002-02-27,RUS,1.09
Bwills,"Triumph, Infamous",16647,2002-01-06,USA,1.1
flameZ,"OG, Endpoint",16693,2004-01-03,ISR,1.12
Cabbi,"MASONIC, Lyngby Vikings, AGF",16723,1999-12-19,DNK,1.05
phzy,"Young Ninjas, NIP",16726,2004-12-04,SWE,1.07
IceBerg,"Tricked, Singularity, Ambush",16731,2002-02-18,DNK,0.94
realz1n,"B4, W7M, Sharks, FURIA Academy",16769,1996-02-15,BRA,1.07
vsm,"DETONA, 00NATION",16816,2000-09-25,BRA,1.18
hardzao,"paiN, DETONA",16817,2002-08-27,BRA,1.11
siuhy,"MOUZ NXT, Izako Boars",16820,2004-11-10,POL,1.06
mhL,"MOUZ NXT, AGO",16847,2003-05-11,POL,1.17
hades,"ENCE, Wisla Krakow",16848,2001-06-23,POL,1.11
shokz,"Finest, Movistar Riders",16859,1999-09-28,EST,1.06
ProbLeM,"HellRaisers, bankaPEPSI",16870,2000-03-15,RUS,1.02
flying,Invictus,16872,2002-08-28,CHN,1.09
sh1ro,"Gambit Youngsters, Gambit",16920,2002-02-20,RUS,1.26
nafany,"Gambit Youngsters, Gambit",16921,2002-05-02,RUS,1.04
Polt,"1WIN, Unique",16946,1995-01-12,RUS,1.07
Perfecto,"Natus Vincere, Syman",16947,2001-04-17,RUS,1.04
TRAVIS,1WIN,16948,1999-02-25,RUS,1.11
shalfey,"forZe, Unique, Dracarys",17011,2003-12-07,RUS,1.11
szejn,"MOUZ NXT, Izako Boars",17113,2003-02-03,POL,1.06
Rainwaker,SKADE,17145,2002-06-06,BGR,1.1
juanflatroo,"Bad News Eagles, BLINK, Secret",17147,1998-01-24,XKX,1.1
FinigaN,Espada,17305,2000-07-10,RUS,1.03
degster,"Espada, Spirit",17306,2002-09-01,RUS,1.21
cxzi,Triumph,17353,2001-01-07,USA,1.09
FaNg,"Complexity, Extra Salt",17372,2003-08-27,CAN,1.08
bedonka,"Paradox, SYF",17402,2001-06-27,AUS,1.06
KEi,"AVEZ, Anonymo, Sprout",17504,2002-01-26,POL,1.12
glowiing,"1WIN, Trident, Cyber Legacy",17508,1995-07-03,RUS,1.08
J0LZ,"Strife, OCG, Swedish Canadians",17510,2001-02-24,CAN,1.07
pesadelo,"TeamOne, RED Canids",17553,2001-06-24,BRA,1.04
b4rtiN,"TeamOne, GODSENT",17585,2003-11-06,BRA,1.1
ice,"100PG, Unique",17792,2002-11-01,KAZ,1.01
smiley,"Unique, 100PG, Se7en",17793,1998-10-04,KAZ,1.07
JOTA,"MIBR, Bravos, Keyd",17861,1999-07-24,BRA,1.15
nosraC,"Gaimin Gladiators, Rebirth, ChocoCheck, Recon 5",17918,2001-05-23,USA,1.03
Walco,"RBG, Carpe Diem",17929,2003-08-24,CAN,1.02
wiz,"RBG, Carpe Diem",17930,2002-06-15,USA,1.02
bq,Lilmix,17936,2003-07-27,SWE,1.02
isak,"GamerLegion, Lilmix",17937,2003-02-17,SWE,1.03
jabbi,"Copenhagen Flames, Singularity",17956,2004-06-09,DNK,1.03
broky,"FaZe, Epsilon",18053,2002-06-17,LVA,1.1
torzsi,"MOUZ, Budapest Five, MOUZ NXT, Salamander",18072,2003-06-17,HUN,1.18
sinnopsyy,"Bad News Eagles, BLINK, Secret",18120,1996-07-18,XKX,1.03
biguzera,paiN,18141,1998-01-10,BRA,1.16
Adam9130,"Into the Breach, GamerLegion, Vexed",18219,1999-06-07,GBR,0.97
Spinx,"ENCE, c0ntact",18221,2002-02-01,ISR,1.13
SENSEi,"CR4ZY, Project X, Akuma, Run or Die",18227,2000-10-20,UKR,1.21
magixx,Spirit,18317,2004-05-10,RUS,1.05
mezii,"fnatic, Endpoint, GamerLegion, Cloud9, Vexed",18462,2000-04-02,GBR,1.14
oxygeN,SKADE,18697,2004-03-16,BGR,1.0
Lucaozy,"Sharks, DETONA, Reapers",18717,2003-01-11,BRA,1.08
pz,"VERTEX, TRUCKERS WITH ATTITUDE, Airborne",18736,2001-03-05,AUS,1.12
nython,"RED Canids, Paquetá, paiN",18743,1999-10-22,BRA,1.14
saffee,"FURIA, paiN",18835,1996-05-25,BRA,1.22
HexT,"RBG, Carpe Diem",18838,2003-08-21,CAN,1.09
b1t,"Natus Vincere, NAVI Junior",18987,2004-08-12,UKR,1.12
Bymas,"MOUZ, FaZe",19015,2005-03-21,LTU,1.03
chawzyyy,"Galaxy Racer, Apeks",19021,2006-09-08,SWE,1.07
PR1mE,Tricked,19038,2002-07-07,DNK,0.99
DiMKE,AGO,19044,1995-04-24,SRB,1.03
Kylar,"AVEZ, Anonymo",19114,2001-05-07,POL,1.05
Liki,"Looking For Org, Dire Wolves",19190,2000-09-26,AUS,1.07
JIaYm,"HellRaisers, bankaPEPSI",19232,2000-03-27,RUS,1.05
KENSI,"forZe, ex-ETHEREAL",19236,2003-01-01,RUS,1.07
Patsi,"Spirit, Espada, Spirit Academy",19673,2005-01-05,RUS,1.09
chop,"RBG, Carpe Diem, Kinship",19705,2003-08-18,USA,1.02
DemQQ,"B8, CR4ZY, Akuma, Project X",19733,2002-06-13,UKR,1.07
Djoko,"HEET, DBL PONEY",19738,1998-11-18,FRA,1.05
dukefissura,"Unique, 100PG",19823,1997-06-21,KAZ,1.05
Norwi,"forZe, Trident",19882,2002-11-10,RUS,1.02
afro,"HEET, DBL PONEY, LDLC",19926,2000-07-23,FRA,1.08
sorrow,"100PG, Unique",19967,1997-12-13,KAZ,0.96
Zyphon,Copenhagen Flames,20090,2005-12-10,DNK,1.07
h4rn,"FATE, Fiend",20097,2001-05-07,BGR,1.14
fame,"K23, SG.pro",20101,2004-06-27,RUS,1.11
deko,1WIN,20113,2002-03-20,RUS,1.23
